timestamp,product_id,inventory_level,demand,competitor_price,price_sold
2024-02-24,p-038,47,0.66,70.91,69.74
2024-04-07,p-015,86,0.44,44.45,40.14
2024-01-24,p-029,4,0.09,34.78,31.8
2024-04-08,p-049,155,0.37,49.69,40.9
2024-01-03,p-031,16,0.42,42.12,40.78
2024-04-24,p-021,129,0.55,34.94,30.74
2024-03-23,p-017,151,0.0,81.69,62.42
2024-02-13,p-047,137,0.46,14.9,12.76
2024-01-11,p-028,3,0.5,39.46,39.34
2024-04-18,p-016,43,0.62,69.19,67.8
2024-04-28,p-038,133,0.65,87.57,78.2
2024-04-26,p-029,4,0.31,24.04,23.03
2024-04-30,p-032,187,0.65,66.1,55.35
2024-01-25,p-046,37,0.43,65.42,62.12
2024-04-09,p-012,123,0.12,62.72,50.83
2024-04-04,p-031,41,0.75,44.89,45.2
2024-02-02,p-025,186,0.53,70.81,57.99
2024-02-23,p-003,38,0.54,55.73,54.04
2024-04-15,p-016,114,0.91,23.03,22.08
2024-04-08,p-030,40,0.94,30.62,31.98
2024-02-27,p-024,160,0.69,55.8,48.65
2024-01-02,p-018,59,0.23,54.36,48.39
2024-01-27,p-022,3,0.58,39.15,39.66
2024-03-22,p-019,72,0.73,83.71,81.26
2024-04-28,p-037,142,0.95,73.44,68.68
2024-01-02,p-045,100,0.13,19.91,16.59
2024-03-21,p-036,90,0.49,64.77,58.82
2024-01-26,p-032,166,1.0,15.74,14.44
2024-03-03,p-005,90,0.3,81.29,71.01
2024-04-30,p-043,139,0.42,21.56,18.27
2024-03-26,p-049,11,0.53,20.62,20.52
2024-02-11,p-002,25,0.21,16.75,15.38
2024-02-08,p-018,61,0.55,62.43,59.21
2024-03-12,p-019,87,0.88,31.86,31.3
2024-02-14,p-046,103,1.0,30.22,29.82
2024-03-17,p-048,187,0.56,78.23,64.36
2024-02-29,p-037,140,0.33,50.2,41.7
2024-02-04,p-030,148,0.59,34.17,29.64
2024-03-23,p-049,104,0.45,98.54,87.41
2024-03-29,p-043,107,1.0,95.36,93.67
2024-03-02,p-025,38,0.58,15.49,15.14
2024-04-25,p-032,30,0.53,80.3,78.36
2024-02-14,p-038,43,0.27,39.07,35.67
2024-03-27,p-022,31,0.83,73.83,76.26
2024-03-15,p-035,168,0.7,23.76,20.56
2024-02-11,p-011,3,0.55,78.82,79.37
2024-01-04,p-040,119,0.63,74.37,67.22
2024-01-17,p-029,187,0.61,94.03,78.13
2024-01-07,p-044,14,0.52,36.41,36.04
2024-04-21,p-046,0,0.49,76.74,76.59
2024-04-01,p-004,51,0.77,17.94,17.94
2024-01-23,p-011,108,0.59,93.15,84.59
2024-02-10,p-004,86,0.61,83.19,77.71
2024-03-22,p-038,15,0.08,12.56,11.33
2024-04-25,p-045,191,0.61,73.07,60.41
2024-02-20,p-009,9,0.4,27.98,27.17
2024-01-24,p-008,126,0.56,14.14,12.51
2024-02-01,p-036,74,0.0,61.87,51.56
2024-04-13,p-019,154,0.69,13.95,12.25
2024-02-10,p-016,85,0.8,82.16,79.69
2024-03-04,p-029,150,0.41,94.91,79.22
2024-03-28,p-003,61,1.0,26.16,27.02
2024-01-23,p-043,126,0.5,95.83,83.76
2024-03-31,p-043,13,0.57,69.39,69.45
2024-04-22,p-002,17,0.65,55.89,56.59
2024-03-16,p-017,58,0.27,53.77,48.32
2024-04-03,p-003,101,0.76,10.46,9.89
2024-02-18,p-045,180,0.4,55.15,44.32
2024-02-01,p-049,134,0.42,63.22,53.87
2024-03-20,p-039,144,0.52,54.12,46.51
2024-04-08,p-003,200,0.66,12.79,10.56
2024-04-08,p-033,122,0.05,44.39,35.47
2024-02-14,p-024,21,0.66,80.95,81.79
2024-03-03,p-045,124,0.44,23.32,20.18
2024-02-26,p-044,70,0.75,18.67,18.23
2024-03-07,p-009,60,0.7,58.51,57.2
2024-02-04,p-011,96,0.45,83.11,74.38
2024-01-06,p-027,155,0.65,74.2,64.58
2024-04-10,p-033,51,0.76,65.03,64.92
2024-04-17,p-021,82,0.49,82.03,75.15
2024-01-21,p-046,66,0.17,89.68,78.23
2024-01-21,p-032,40,0.82,19.27,19.68
2024-01-22,p-014,165,0.88,91.38,82.1
2024-04-15,p-017,117,0.31,29.69,25.22
2024-03-17,p-017,21,0.45,52.58,50.96
2024-04-19,p-004,97,0.81,34.45,33.04
2024-01-26,p-010,154,0.59,54.82,47.21
2024-04-20,p-020,178,0.67,47.46,40.34
2024-01-25,p-014,164,0.84,77.05,68.79
2024-04-10,p-025,181,1.0,93.95,84.64
2024-01-10,p-022,29,0.42,63.15,60.34
2024-02-10,p-031,133,1.0,88.99,84.87
2024-01-20,p-035,36,0.27,28.13,25.87
2024-03-12,p-039,65,0.36,71.89,65.34
2024-02-27,p-020,13,0.21,22.85,21.24
2024-02-17,p-040,21,0.65,44.96,45.34
2024-04-17,p-022,165,0.33,69.1,55.74
2024-04-20,p-003,20,0.09,39.08,35.16
2024-02-05,p-023,99,0.92,25.87,25.27
2024-03-27,p-036,73,0.41,45.21,41.16
2024-01-25,p-015,117,0.39,90.87,78.47
2024-01-20,p-003,167,0.34,27.12,21.87
2024-01-06,p-017,42,0.1,16.2,14.28
2024-04-16,p-006,159,0.64,48.03,41.52
2024-04-11,p-041,142,0.24,49.82,40.52
2024-02-20,p-017,197,0.32,29.35,22.72
2024-03-02,p-043,95,0.18,32.23,27.3
2024-04-30,p-047,111,0.34,68.05,58.56
2024-02-20,p-032,3,1.0,68.81,75.46
2024-03-10,p-011,183,0.79,87.87,75.95
2024-01-25,p-020,50,0.91,52.01,53.46
2024-03-13,p-001,127,0.56,94.09,83.13
2024-02-25,p-017,99,0.16,59.35,49.84
2024-01-17,p-016,48,0.64,25.05,24.52
2024-02-17,p-022,55,0.76,93.54,92.99
2024-03-22,p-016,188,0.97,88.2,78.35
2024-04-26,p-042,78,0.0,44.92,37.27
2024-01-13,p-009,165,0.0,46.4,34.87
2024-03-25,p-019,187,0.12,27.01,20.29
2024-02-24,p-015,193,0.46,19.51,15.62
2024-03-17,p-041,174,1.0,76.64,69.64
2024-01-13,p-021,27,0.2,39.62,36.24
2024-02-23,p-029,191,0.32,26.42,20.6
2024-01-14,p-008,125,0.89,17.65,16.65
2024-03-23,p-021,157,0.89,18.18,16.52
2024-04-15,p-042,125,0.69,50.91,46.24
2024-01-14,p-034,123,0.86,19.81,18.62
2024-03-03,p-025,53,0.47,33.67,31.69
2024-03-04,p-013,35,0.83,97.99,100.8
2024-04-15,p-009,196,0.43,61.07,48.41
2024-04-21,p-007,29,0.51,45.95,44.71
2024-03-29,p-018,64,1.0,36.01,37.08
2024-03-24,p-011,161,0.5,81.93,68.74
2024-03-10,p-042,177,0.85,22.23,19.58
2024-04-28,p-014,90,0.25,37.75,32.63
2024-01-14,p-022,105,0.58,82.58,75.09
2024-04-05,p-033,29,0.71,63.61,64.36
2024-04-23,p-012,113,0.71,77.72,71.83
2024-01-25,p-027,198,0.33,44.5,34.48
2024-03-29,p-020,162,0.33,76.59,62.0
2024-04-18,p-030,169,0.65,85.98,73.59
2024-04-09,p-042,151,0.23,87.7,70.44
2024-04-14,p-028,141,0.0,83.14,64.28
2024-03-23,p-005,31,0.87,31.47,32.75
2024-03-11,p-015,49,0.49,25.55,24.25
2024-03-30,p-006,133,0.56,98.87,86.75
2024-02-26,p-042,143,0.27,33.05,27.02
2024-02-04,p-020,38,0.07,34.26,30.12
2024-03-16,p-041,77,0.52,65.52,60.72
2024-02-02,p-001,107,0.36,60.79,52.77
2024-02-06,p-041,16,1.0,87.52,94.73
2024-02-06,p-032,151,1.0,67.95,63.46
2024-03-04,p-041,180,0.27,50.8,39.74
2024-04-24,p-012,121,0.4,14.24,12.27
2024-01-25,p-018,4,0.57,57.72,58.29
2024-04-29,p-039,3,0.06,40.61,36.93
2024-04-05,p-014,22,0.5,35.4,34.62
2024-01-13,p-013,162,0.0,43.43,32.75
2024-02-08,p-008,25,0.4,44.91,42.91
2024-01-15,p-038,22,0.43,10.36,9.99
2024-01-15,p-036,30,0.75,26.51,27.0
2024-04-29,p-017,13,0.14,24.24,22.2
2024-04-19,p-009,61,0.0,50.63,42.79
2024-04-27,p-029,95,0.91,49.29,48.27
2024-03-10,p-034,57,0.76,26.52,26.31
2024-02-16,p-041,29,0.36,67.19,63.41
2024-01-10,p-035,41,0.34,27.74,25.75
2024-01-16,p-048,200,0.26,14.72,11.21
2024-01-30,p-044,107,0.68,88.51,81.88
2024-04-02,p-040,124,0.15,94.8,77.23
2024-04-02,p-048,192,0.0,96.54,70.2
2024-03-27,p-023,110,0.28,78.15,66.49
2024-02-19,p-003,145,1.0,37.78,35.53
2024-02-21,p-042,46,0.45,87.94,83.06
2024-01-07,p-002,138,0.68,60.0,53.58
2024-01-05,p-034,176,0.19,94.72,73.21
2024-03-02,p-025,152,0.12,59.26,46.43
2024-02-27,p-020,13,0.46,61.72,60.43
2024-04-11,p-021,46,1.0,73.21,76.83
2024-04-17,p-040,153,0.93,82.94,76.29
2024-04-06,p-048,53,0.49,36.23,34.24
2024-02-04,p-036,155,0.5,14.79,12.5
2024-01-22,p-013,126,0.37,95.76,81.52
2024-04-07,p-004,68,0.93,81.25,82.24
2024-04-04,p-031,122,0.42,37.88,32.73
2024-02-26,p-029,85,0.39,96.73,86.56
2024-01-11,p-023,36,0.52,40.61,39.3
2024-03-29,p-040,117,0.48,70.74,62.21
2024-04-29,p-041,137,0.32,12.79,10.64
2024-04-06,p-008,164,1.0,64.92,59.7
2024-01-25,p-045,22,0.74,71.64,73.43
2024-03-17,p-046,161,0.84,33.51,30.03
2024-03-18,p-040,67,0.28,87.75,78.27
2024-03-11,p-017,186,0.11,30.66,23.01
2024-02-14,p-030,75,0.7,58.34,56.12
2024-02-14,p-013,191,0.55,73.04,59.68
2024-03-28,p-012,8,0.53,34.45,34.38
2024-01-07,p-022,193,0.6,47.4,39.02
2024-01-14,p-018,81,0.33,96.06,85.28
2024-04-10,p-045,182,0.0,58.14,42.8
2024-03-05,p-010,165,0.23,99.46,78.56
2024-04-25,p-042,196,0.86,13.92,12.0
2024-02-15,p-003,147,0.78,65.03,58.58
2024-03-03,p-042,47,0.0,64.38,55.22
2024-03-16,p-020,64,0.5,38.57,36.1
2024-03-20,p-015,103,0.7,43.01,40.12
2024-03-07,p-044,82,0.38,96.67,86.61
2024-02-01,p-028,177,0.0,63.24,46.84
2024-02-17,p-021,97,0.39,55.27,48.81
2024-04-07,p-043,40,0.36,29.8,27.81
2024-04-14,p-042,102,0.28,63.37,54.4
2024-03-17,p-015,51,0.16,13.62,12.05
2024-02-12,p-012,47,0.27,51.38,46.71
2024-01-28,p-004,120,0.72,24.91,22.89
2024-03-26,p-035,170,0.59,99.05,83.69
2024-01-05,p-026,89,0.0,69.54,57.02
2024-04-01,p-041,37,0.39,64.06,60.33
2024-02-01,p-001,196,0.28,76.64,58.91
2024-03-14,p-048,54,0.33,55.9,51.08
2024-03-25,p-007,172,0.59,51.4,43.33
2024-01-17,p-027,148,0.84,37.31,33.95
2024-04-20,p-028,131,0.95,60.41,57.22
2024-01-25,p-030,57,0.89,29.87,30.36
2024-02-27,p-017,93,1.0,76.43,76.25
2024-02-09,p-048,98,0.4,62.49,55.24
2024-03-30,p-034,180,0.47,61.71,50.3
2024-03-30,p-044,165,0.93,75.2,68.19
2024-02-05,p-049,139,0.59,97.28,85.27
2024-04-17,p-001,110,0.37,44.07,38.2
2024-01-15,p-037,163,0.25,32.13,25.55
2024-03-02,p-044,49,0.26,10.54,9.54
2024-03-09,p-038,37,0.0,66.27,57.44
2024-03-31,p-022,93,0.63,18.19,16.93
2024-04-22,p-016,190,0.79,58.8,50.39
2024-02-10,p-039,2,0.77,63.84,67.15
2024-01-11,p-007,26,0.68,15.92,16.06
2024-02-16,p-038,52,0.33,86.97,79.64
2024-03-28,p-011,68,0.31,67.4,60.43
2024-01-19,p-015,36,0.3,31.62,29.26
2024-04-25,p-049,0,0.52,53.12,53.33
2024-03-02,p-046,27,0.45,44.71,43.07
2024-04-17,p-031,71,0.63,93.36,88.99
2024-03-05,p-042,29,0.43,42.6,40.79
2024-02-14,p-045,23,0.45,91.41,88.41
2024-04-15,p-021,6,0.77,19.05,19.96
2024-03-17,p-028,37,0.0,94.69,82.07
2024-01-17,p-045,18,0.6,89.64,89.79
2024-04-26,p-018,149,0.75,97.33,86.97
2024-02-14,p-013,75,0.29,24.09,21.35
2024-01-27,p-021,179,0.0,90.59,66.94
2024-03-19,p-042,146,0.31,76.79,63.09
2024-02-09,p-018,29,0.26,78.38,72.45
2024-02-22,p-006,120,0.34,31.35,26.71
2024-02-01,p-023,73,0.18,88.82,77.07
2024-02-26,p-035,191,0.29,38.07,29.51
2024-03-09,p-021,69,0.56,24.46,23.05
2024-04-30,p-043,152,0.78,26.43,23.67
2024-04-30,p-034,98,0.8,98.44,94.12
2024-02-04,p-020,175,0.57,33.22,27.79
2024-04-30,p-023,46,0.6,46.67,45.41
2024-02-19,p-014,3,0.2,78.76,73.81
2024-01-09,p-045,86,0.65,83.2,78.33
2024-01-07,p-028,115,0.91,43.96,42.09
2024-02-22,p-033,200,0.76,66.01,55.55
2024-03-28,p-031,153,0.43,49.84,41.62
2024-01-18,p-034,25,0.82,52.03,53.98
2024-03-25,p-018,48,0.54,63.61,61.04
2024-01-16,p-021,77,0.66,12.83,12.22
2024-02-15,p-045,81,0.97,18.12,18.22
2024-03-26,p-033,50,0.53,20.57,19.66
2024-04-18,p-002,139,0.39,56.08,47.22
2024-01-16,p-027,101,0.51,81.57,73.48
2024-03-12,p-026,68,0.82,85.58,84.87
2024-04-16,p-027,110,0.84,41.04,39.01
2024-04-15,p-013,47,0.52,33.31,31.87
2024-01-20,p-038,125,0.21,75.55,62.27
2024-04-11,p-045,106,0.3,33.27,28.55
2024-04-21,p-045,80,0.33,95.77,85.11
2024-03-28,p-037,92,0.37,23.89,21.13
2024-03-01,p-011,190,0.77,47.0,40.13
2024-03-03,p-030,101,0.26,90.38,77.35
2024-02-22,p-023,185,0.21,93.37,71.68
2024-03-01,p-009,119,0.39,97.88,84.34
2024-02-01,p-029,32,0.42,30.99,29.52
2024-04-01,p-041,105,0.47,97.91,87.1
2024-04-04,p-029,143,0.27,92.5,75.63
2024-02-17,p-011,119,0.63,16.03,14.49
2024-03-17,p-010,102,0.16,13.12,10.98
2024-04-11,p-016,11,0.93,18.69,20.07
2024-03-08,p-006,70,0.24,76.75,67.67
2024-02-04,p-004,170,0.9,45.46,40.75
2024-04-03,p-003,178,0.69,32.34,27.59
2024-02-25,p-043,172,0.42,41.04,33.44
2024-03-31,p-000,27,0.48,45.81,44.39
2024-04-18,p-006,64,0.54,14.55,13.73
2024-04-26,p-024,125,0.67,40.4,36.55
2024-02-01,p-049,190,0.73,27.35,23.17
2024-01-25,p-017,172,0.42,93.08,75.84
2024-03-16,p-012,123,0.69,53.72,48.9
2024-02-24,p-000,70,0.0,98.27,82.25
2024-04-10,p-022,144,0.03,50.92,39.49
2024-03-28,p-025,46,0.23,40.92,36.93
2024-03-29,p-006,77,0.74,14.92,14.43
2024-03-27,p-049,58,0.92,73.24,74.79
2024-03-13,p-020,124,0.31,68.17,57.45
2024-01-20,p-049,189,0.09,72.95,54.31
2024-02-05,p-012,51,0.63,24.11,23.48
2024-01-08,p-005,82,0.62,31.39,29.51
2024-01-21,p-016,187,0.76,63.74,54.52
2024-02-16,p-034,151,0.06,79.94,61.9
2024-02-27,p-004,154,0.68,61.76,54.13
2024-04-10,p-021,16,0.0,38.49,34.09
2024-01-19,p-005,35,0.02,81.25,70.88
2024-01-02,p-039,182,0.52,82.1,67.43
2024-03-27,p-013,68,0.46,65.49,60.55
2024-02-19,p-008,158,0.2,87.82,69.51
2024-01-07,p-047,120,0.9,16.32,15.51
2024-01-07,p-000,81,0.7,54.5,52.09
2024-04-30,p-031,181,0.22,28.91,22.35
2024-02-24,p-012,73,0.46,41.29,37.97
2024-01-31,p-030,2,0.91,46.8,50.54
2024-03-10,p-034,137,0.14,42.2,33.8
2024-02-03,p-011,180,0.48,61.47,50.2
2024-03-01,p-014,183,0.27,90.0,70.15
2024-02-18,p-029,133,0.7,68.68,61.93
2024-04-16,p-040,34,0.47,54.03,51.88
2024-02-06,p-035,165,1.0,50.09,46.01
2024-03-05,p-004,108,0.59,56.33,51.15
2024-01-28,p-013,50,1.0,42.79,44.72
2024-01-02,p-038,69,0.35,67.15,60.64
2024-01-08,p-020,109,0.82,13.7,12.99
2024-04-15,p-036,86,0.68,56.89,53.87
2024-04-26,p-000,0,0.48,63.72,63.47
2024-03-23,p-037,191,1.0,72.26,64.3
2024-04-02,p-042,11,1.0,24.97,27.16
2024-03-18,p-004,190,0.76,33.24,28.32
2024-01-14,p-027,12,0.02,35.56,31.76
2024-01-07,p-029,89,0.29,57.49,50.17
2024-03-14,p-018,5,0.55,59.71,60.01
2024-01-01,p-020,96,0.37,88.67,78.07
2024-01-22,p-030,196,0.49,16.71,13.41
2024-01-13,p-011,138,0.62,76.34,67.38
2024-02-07,p-002,43,0.36,34.47,32.06
2024-04-30,p-015,199,0.43,14.4,11.37
2024-04-09,p-003,12,0.31,36.84,35.01
2024-03-25,p-033,160,0.54,12.58,10.65
2024-02-06,p-002,139,0.67,27.99,24.92
2024-04-11,p-021,69,0.0,69.53,58.26
2024-03-11,p-022,28,0.85,62.16,64.65
2024-04-12,p-016,54,0.55,60.14,57.46
2024-03-18,p-027,59,0.7,65.97,64.56
2024-04-23,p-019,60,0.57,17.75,16.92
2024-01-23,p-001,174,0.65,16.91,14.39
2024-02-25,p-033,96,0.32,10.46,9.12
2024-01-09,p-014,180,0.42,41.44,33.44
2024-02-29,p-017,160,0.62,50.28,43.25
2024-02-13,p-029,151,0.61,36.85,31.97
2024-03-06,p-026,38,0.61,41.03,40.34
2024-03-20,p-013,131,0.54,88.34,77.38
2024-03-18,p-035,5,0.36,61.34,59.32
2024-02-25,p-021,108,0.67,97.0,89.47
2024-01-31,p-008,195,0.39,80.24,63.17
2024-02-28,p-015,193,1.0,15.71,13.95
2024-01-06,p-014,8,0.52,26.26,26.15
2024-02-23,p-006,119,0.29,19.14,16.15
2024-03-16,p-000,30,0.44,75.57,72.42
2024-01-08,p-034,136,0.66,96.06,85.65
2024-02-09,p-027,0,0.28,29.51,28.21
2024-03-25,p-043,113,0.59,61.84,55.84
2024-02-08,p-020,157,0.49,67.65,56.91
2024-04-22,p-001,132,0.65,39.75,35.54
2024-02-28,p-044,121,0.3,41.73,35.21
2024-02-06,p-049,128,0.0,40.27,31.6
2024-03-30,p-040,123,0.36,49.9,42.54
2024-03-16,p-010,39,0.69,88.53,88.31
2024-02-02,p-001,43,0.02,21.36,18.48
2024-01-10,p-038,91,0.49,68.23,61.9
2024-03-12,p-013,79,0.75,66.77,64.57
2024-03-13,p-020,126,0.25,56.46,46.88
2024-04-30,p-048,26,0.44,58.85,56.63
2024-02-23,p-010,90,0.46,47.1,42.52
2024-02-15,p-023,182,0.43,41.14,33.18
2024-02-26,p-043,17,0.61,38.59,38.77
2024-01-20,p-028,15,0.63,10.38,10.49
2024-02-10,p-026,128,0.12,76.63,61.74
2024-03-04,p-048,131,0.0,25.58,20.01
2024-04-17,p-027,93,0.77,82.97,79.32
2024-04-18,p-004,61,0.61,46.08,44.22
2024-03-14,p-048,66,0.55,98.24,92.67
2024-02-09,p-015,178,0.27,38.7,30.35
2024-04-30,p-048,61,0.5,44.28,41.58
2024-01-25,p-010,94,0.56,28.51,26.14
2024-01-20,p-016,43,0.65,60.61,59.74
2024-04-23,p-047,125,0.99,58.11,55.83
2024-03-29,p-040,113,0.5,78.98,70.06
2024-02-04,p-010,86,0.49,95.0,86.66
2024-01-14,p-026,189,0.0,19.16,13.98
2024-02-19,p-015,75,0.37,35.02,31.55
2024-03-01,p-012,6,0.68,65.26,67.2
2024-03-27,p-012,125,0.53,12.17,10.71
2024-04-25,p-017,34,0.91,63.77,66.65
2024-01-05,p-036,15,0.48,65.72,64.48
2024-02-05,p-009,159,0.52,93.22,78.71
2024-02-04,p-013,87,0.39,36.93,32.98
2024-03-09,p-008,9,1.0,54.22,59.11
2024-03-26,p-010,90,0.0,69.06,56.56
2024-01-30,p-036,154,0.0,66.9,50.94
2024-02-13,p-024,94,0.05,61.93,51.06
2024-02-02,p-039,169,0.0,14.36,10.74
2024-01-11,p-022,183,0.0,16.57,12.18
2024-02-07,p-017,142,0.62,40.35,35.45
2024-01-27,p-028,171,0.59,49.76,41.99
2024-02-11,p-043,108,0.34,65.02,56.14
2024-03-07,p-040,102,0.24,84.62,72.04
2024-04-13,p-048,14,0.0,74.39,66.01
2024-03-25,p-016,159,0.42,39.05,32.32
2024-02-22,p-020,54,0.0,32.37,27.56
2024-03-24,p-023,134,0.76,18.96,17.27
2024-01-28,p-047,18,0.73,83.89,86.17
2024-02-13,p-021,188,0.52,93.16,75.95
2024-03-05,p-004,42,0.96,32.98,34.5
2024-02-07,p-037,121,0.44,36.46,31.66
2024-01-21,p-034,181,0.31,16.93,13.34
2024-04-08,p-025,24,0.32,54.89,51.64
2024-02-08,p-028,54,0.0,91.22,77.66
2024-02-13,p-023,138,0.25,81.97,67.13
2024-01-20,p-000,95,0.0,82.49,67.19
2024-01-30,p-036,181,0.19,87.34,67.1
2024-01-09,p-012,128,0.84,86.54,80.59
2024-03-23,p-044,163,0.77,84.57,74.61
2024-03-10,p-028,26,0.19,97.96,89.5
2024-04-30,p-043,31,0.46,70.2,67.48
2024-01-26,p-046,116,0.65,17.41,15.85
2024-03-04,p-034,79,1.0,90.22,91.4
2024-01-25,p-015,99,0.72,23.03,21.66
2024-02-24,p-026,77,0.66,46.28,44.08
2024-02-19,p-018,120,0.33,50.42,42.86
2024-02-04,p-043,134,1.0,18.09,17.23
2024-03-11,p-037,193,0.62,11.93,9.86
2024-01-16,p-022,139,0.23,34.46,28.07
2024-02-19,p-024,57,0.5,20.11,18.96
2024-01-15,p-008,91,0.0,37.44,30.63
2024-03-29,p-025,62,0.21,95.67,84.53
2024-01-04,p-003,152,0.6,52.88,45.74
2024-03-15,p-034,29,0.4,94.37,89.8
2024-02-09,p-009,140,1.0,21.54,20.38
2024-04-10,p-042,25,0.17,14.06,12.8
2024-03-22,p-032,28,0.55,63.98,62.81
2024-02-09,p-046,138,0.52,34.92,30.22
2024-04-25,p-040,62,0.73,45.67,44.81
2024-02-07,p-030,155,0.58,96.15,82.55
2024-01-14,p-002,152,0.52,42.91,36.53
2024-03-09,p-017,122,0.88,37.11,35.06
2024-01-12,p-048,29,0.12,65.55,58.81
2024-02-16,p-011,136,0.82,37.63,34.59
2024-04-19,p-048,34,0.49,70.93,68.38
2024-04-13,p-014,32,0.24,12.05,11.06
2024-02-09,p-049,121,1.0,49.3,47.67
2024-01-01,p-018,99,0.67,28.44,26.5
2024-03-11,p-023,109,0.55,93.37,84.02
2024-02-28,p-027,85,0.12,32.14,27.17
2024-01-28,p-005,3,0.67,44.55,45.93
2024-01-07,p-001,122,0.61,15.43,13.85
2024-02-08,p-011,69,0.68,80.37,77.52
2024-02-25,p-017,20,0.46,78.93,76.73
2024-02-08,p-005,152,1.0,22.36,20.86
2024-03-24,p-001,46,0.53,49.89,47.88
2024-04-22,p-001,100,0.9,31.3,30.42
2024-03-19,p-035,164,0.71,20.54,17.89
2024-02-04,p-016,38,0.42,32.64,30.9
2024-01-29,p-014,186,0.85,73.52,64.03
2024-04-06,p-008,18,0.59,77.06,77.04
2024-03-02,p-000,74,0.88,71.2,70.94
2024-01-28,p-025,129,0.75,90.0,82.31
2024-01-03,p-029,198,0.15,74.8,55.79
2024-03-03,p-024,78,0.51,26.21,24.21
2024-03-23,p-045,39,0.1,44.8,39.61
2024-03-24,p-013,143,0.51,33.08,28.41
2024-04-01,p-030,5,1.0,47.58,52.08
2024-02-09,p-039,174,0.98,67.72,61.31
2024-02-26,p-001,84,0.3,65.71,57.78
2024-03-29,p-021,145,0.2,66.55,53.49
2024-01-24,p-030,164,0.83,16.08,14.33
2024-01-22,p-041,177,0.02,20.44,15.21
2024-03-13,p-001,77,0.5,83.35,76.93
2024-01-02,p-033,53,0.97,90.54,93.8
2024-03-14,p-023,116,0.65,26.45,24.08
2024-01-07,p-047,135,0.03,63.71,49.93
2024-04-30,p-013,41,0.0,80.07,69.11
2024-04-10,p-026,26,0.36,69.91,66.19
2024-01-02,p-013,138,0.25,31.69,25.95
2024-03-12,p-033,93,0.75,60.55,57.66
2024-03-14,p-000,123,0.72,68.31,62.54
2024-03-20,p-047,183,0.82,12.2,10.61
2024-01-14,p-040,125,0.32,21.28,17.95
2024-04-19,p-027,18,0.75,36.78,37.92
2024-01-21,p-048,61,0.3,20.99,18.92
2024-03-21,p-016,58,0.32,22.22,20.18
2024-01-15,p-025,86,0.38,71.71,63.97
2024-02-18,p-042,122,0.57,64.91,57.79
2024-02-26,p-023,61,0.28,99.86,89.64
2024-01-22,p-024,1,0.69,62.67,64.99
2024-02-10,p-019,101,0.69,97.67,91.14
2024-03-06,p-005,180,0.7,48.54,41.39
2024-02-07,p-045,111,0.31,38.76,33.15
2024-03-01,p-048,48,0.77,16.41,16.47
2024-03-31,p-019,137,0.17,65.02,52.41
2024-02-23,p-015,141,0.02,40.48,31.43
2024-01-22,p-040,85,0.63,43.65,40.98
2024-02-25,p-023,85,0.13,68.04,57.65
2024-04-13,p-009,99,0.49,60.55,54.45
2024-02-15,p-008,41,0.0,22.19,19.15
2024-04-20,p-043,111,0.19,88.02,73.4
2024-04-30,p-047,18,0.77,92.52,95.76
2024-03-15,p-025,133,0.62,72.12,64.03
2024-02-05,p-029,16,0.01,77.89,69.13
2024-04-16,p-019,168,0.68,12.33,10.63
2024-01-18,p-045,51,0.56,59.62,57.26
2024-01-03,p-030,2,0.0,61.23,55.0
2024-03-13,p-012,37,0.58,24.48,23.95
2024-04-04,p-019,51,0.28,74.81,67.87
2024-04-11,p-023,189,0.68,27.5,23.11
2024-01-24,p-038,185,0.92,77.08,68.1
2024-02-08,p-034,20,0.58,18.07,17.99
2024-02-20,p-013,193,0.49,12.18,9.81
2024-01-10,p-036,146,0.76,69.99,62.88
2024-03-08,p-047,75,0.18,12.22,10.58
2024-02-07,p-012,11,0.37,99.66,96.0
2024-01-21,p-026,148,0.0,79.12,60.67
2024-01-31,p-005,122,0.47,22.16,19.34
2024-01-23,p-034,137,0.04,20.12,15.77
2024-01-16,p-035,138,0.39,51.59,43.49
2024-03-29,p-043,10,0.38,34.07,32.92
2024-04-25,p-036,61,0.74,26.97,26.54
2024-02-04,p-017,53,0.86,71.99,73.08
2024-04-21,p-002,30,0.6,18.77,18.57
2024-04-08,p-004,182,1.0,73.38,66.03
2024-04-14,p-003,69,0.23,57.07,50.26
2024-04-30,p-025,42,0.32,10.14,9.36
2024-01-04,p-041,110,0.35,99.8,86.16
2024-04-28,p-009,86,0.44,46.49,41.98
2024-01-12,p-038,147,0.89,45.24,41.6
2024-04-02,p-011,134,0.69,73.35,65.93
2024-02-29,p-044,81,0.35,82.74,73.76
2024-04-08,p-014,143,0.78,79.07,71.56
2024-03-20,p-045,156,0.74,55.81,49.36
2024-02-23,p-049,200,0.27,19.0,14.5
2024-01-09,p-016,119,0.44,50.45,43.91
2024-04-15,p-034,120,0.53,84.4,74.72
2024-03-30,p-012,170,0.44,33.17,27.2
2024-01-08,p-044,44,0.64,24.02,23.61
2024-03-17,p-033,74,0.85,86.86,86.06
2024-03-12,p-010,27,0.45,47.85,46.09
2024-03-03,p-016,61,0.67,10.63,10.32
2024-03-08,p-022,5,0.33,44.51,42.78
2024-03-26,p-018,37,0.75,94.67,95.73
2024-04-23,p-033,198,0.55,94.11,76.23
2024-04-09,p-026,131,0.46,31.61,27.25
